,Equation Number,Equation Output
106,136,"((-1) + 2x) = (3 + 4x)
 | None(2x + (-1)) = (3 + 4x) | comm 0.0, ((-1) + 2x)(2x + (-1)) = (4x + 3) | comm 0.1, (3 + 4x)((2x + (-1)) - (-1)) = ((4x + 3) - (-1)) | sub (-1)2x = ((4x + 3) - (-1)) | assoc~eval~add0 0.0~0.0.1~0.0, ((2x + (-1)) - (-1))~((-1) - (-1))~(2x + 0)2x = (4x + (3 - (-1))) | assoc 0.1, ((4x + 3) - (-1))-2x = ((3 - (-1)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 4x~(2x - 4x)~(4x + (3 - (-1)))~(((3 - (-1)) + 4x) - 4x)~(4x - 4x)~(2 - 4)-2x = 4 | eval~eval 0.1.0~0.1, (3 - (-1))~(4 + 0)x = (-2) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~(4 / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
107,137,"((1 + 2x) + 3) = 4x
 | None4x = ((1 + 2x) + 3) | refl4x = ((2x + 1) + 3) | comm 0.1.0, (1 + 2x)4x = (2x + (1 + 3)) | assoc 0.1, ((2x + 1) + 3)2x = ((1 + 3) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 2x~(4x - 2x)~(2x + (1 + 3))~(((1 + 3) + 2x) - 2x)~(2x - 2x)~(4 - 2)2x = 4 | eval~eval 0.1.0~0.1, (1 + 3)~(4 + 0)x = 2 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~(4 / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
108,138,"(1 + 2x) = (3 + 4x)
 | None(2x + 1) = (3 + 4x) | comm 0.0, (1 + 2x)(2x + 1) = (4x + 3) | comm 0.1, (3 + 4x)((2x + 1) - 1) = ((4x + 3) - 1) | sub 12x = ((4x + 3) - 1) | assoc~eval~add0 0.0~0.0.1~0.0, ((2x + 1) - 1)~(1 - 1)~(2x + 0)2x = (4x + (3 - 1)) | assoc 0.1, ((4x + 3) - 1)-2x = ((3 - 1) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 4x~(2x - 4x)~(4x + (3 - 1))~(((3 - 1) + 4x) - 4x)~(4x - 4x)~(2 - 4)-2x = 2 | eval~eval 0.1.0~0.1, (3 - 1)~(2 + 0)x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~(2 / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
109,139,"1x = ((-2) - 3x)
 | None1x = ((-2) + -3x) | subsub 0.1, ((-2) - 3x)1x = (-3x + (-2)) | comm 0.1, ((-2) + -3x)4x = ((-2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -3x~(1x - -3x)~(-3x + (-2))~(((-2) + -3x) - -3x)~(-3x - -3x)~(1 - (-3))4x = (-2) | eval 0.1, ((-2) + 0)x = ([-1/2]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 4~((-2) / 4)~4x~((x * 4) / 4)~(4 / 4)~(x * 1)"
110,140,"(1x + 2) = (3x + 4)
 | None((1x + 2) - 2) = ((3x + 4) - 2) | sub 21x = ((3x + 4) - 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((1x + 2) - 2)~(2 - 2)~(1x + 0)1x = (3x + (4 - 2)) | assoc 0.1, ((3x + 4) - 2)-2x = ((4 - 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(1x - 3x)~(3x + (4 - 2))~(((4 - 2) + 3x) - 3x)~(3x - 3x)~(1 - 3)-2x = 2 | eval~eval 0.1.0~0.1, (4 - 2)~(2 + 0)x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~(2 / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
111,141,"(((-1) - 2x) + 3) = -4x
 | None-4x = (((-1) - 2x) + 3) | refl-4x = (((-1) + -2x) + 3) | subsub 0.1.0, ((-1) - 2x)-4x = ((-2x + (-1)) + 3) | comm 0.1.0, ((-1) + -2x)-4x = (-2x + ((-1) + 3)) | assoc 0.1, ((-2x + (-1)) + 3)-2x = (((-1) + 3) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -2x~(-4x - -2x)~(-2x + ((-1) + 3))~((((-1) + 3) + -2x) - -2x)~(-2x - -2x)~((-4) - (-2))-2x = 2 | eval~eval 0.1.0~0.1, ((-1) + 3)~(2 + 0)x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~(2 / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
112,142,"((-1x + 2) - 3x) = (((-4) + 5x) - 6x)
 | None((-1x + 2) - 3x) = ((5x + (-4)) - 6x) | comm 0.1.0, ((-4) + 5x)((-1x + 2) + -3x) = ((5x + (-4)) - 6x) | subsub 0.0, ((-1x + 2) - 3x)(-3x + (-1x + 2)) = ((5x + (-4)) - 6x) | comm 0.0, ((-1x + 2) + -3x)((-3x + -1x) + 2) = ((5x + (-4)) - 6x) | assoc 0.0, (-3x + (-1x + 2))((5x + (-4)) - 6x) = ((-3x + -1x) + 2) | refl((5x + (-4)) + -6x) = ((-3x + -1x) + 2) | subsub 0.0, ((5x + (-4)) - 6x)(5x + ((-4) + -6x)) = ((-3x + -1x) + 2) | assoc 0.0, ((5x + (-4)) + -6x)(5x + (-6x + (-4))) = ((-3x + -1x) + 2) | comm 0.0.1, ((-4) + -6x)((5x + (-6x + (-4))) - (-4)) = (((-3x + -1x) + 2) - (-4)) | sub (-4)(5x + ((-6x + (-4)) - (-4))) = (((-3x + -1x) + 2) - (-4)) | assoc 0.0, ((5x + (-6x + (-4))) - (-4))(5x + -6x) = (((-3x + -1x) + 2) - (-4)) | assoc~eval~add0 0.0.1~0.0.1.1~0.0.1, ((-6x + (-4)) - (-4))~((-4) - (-4))~(-6x + 0)((5 + (-6)) * x) = (((-3x + -1x) + 2) - (-4)) | dist 0.0, (5x + -6x)-1x = (((-3x + -1x) + 2) - (-4)) | eval 0.0.0, (5 + (-6))-1x = (((((-3) + (-1)) * x) + 2) - (-4)) | dist 0.1.0.0, (-3x + -1x)-1x = ((-4x + 2) - (-4)) | eval 0.1.0.0.0, ((-3) + (-1))-1x = (-4x + (2 - (-4))) | assoc 0.1, ((-4x + 2) - (-4))3x = ((2 - (-4)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -4x~(-1x - -4x)~(-4x + (2 - (-4)))~(((2 - (-4)) + -4x) - -4x)~(-4x - -4x)~((-1) - (-4))3x = 6 | eval~eval 0.1.0~0.1, (2 - (-4))~(6 + 0)x = 2 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 3~(6 / 3)~3x~((x * 3) / 3)~(3 / 3)~(x * 1)"
113,143,"(1x + 2) = ((-3) + -4x)
 | None(1x + 2) = (-4x + (-3)) | comm 0.1, ((-3) + -4x)((1x + 2) - 2) = ((-4x + (-3)) - 2) | sub 21x = ((-4x + (-3)) - 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((1x + 2) - 2)~(2 - 2)~(1x + 0)1x = (-4x + ((-3) - 2)) | assoc 0.1, ((-4x + (-3)) - 2)5x = (((-3) - 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -4x~(1x - -4x)~(-4x + ((-3) - 2))~((((-3) - 2) + -4x) - -4x)~(-4x - -4x)~(1 - (-4))5x = (-5) | eval~eval 0.1.0~0.1, ((-3) - 2)~((-5) + 0)x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 5~((-5) / 5)~5x~((x * 5) / 5)~(5 / 5)~(x * 1)"
114,144,"((-1) + 2x) = ((-3) + -4x)
 | None(2x + (-1)) = ((-3) + -4x) | comm 0.0, ((-1) + 2x)((2x + (-1)) - (-1)) = (((-3) + -4x) - (-1)) | sub (-1)2x = (((-3) + -4x) - (-1)) | assoc~eval~add0 0.0~0.0.1~0.0, ((2x + (-1)) - (-1))~((-1) - (-1))~(2x + 0)2x = ((-4x + (-3)) - (-1)) | comm 0.1.0, ((-3) + -4x)2x = (-4x + ((-3) - (-1))) | assoc 0.1, ((-4x + (-3)) - (-1))6x = (((-3) - (-1)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -4x~(2x - -4x)~(-4x + ((-3) - (-1)))~((((-3) - (-1)) + -4x) - -4x)~(-4x - -4x)~(2 - (-4))6x = (-2) | eval~eval 0.1.0~0.1, ((-3) - (-1))~((-2) + 0)x = ([-1/3]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 6~((-2) / 6)~6x~((x * 6) / 6)~(6 / 6)~(x * 1)"
115,147,"((-1) - 2x) = -3x
 | None-3x = ((-1) - 2x) | refl-3x = ((-1) + -2x) | subsub 0.1, ((-1) - 2x)-3x = (-2x + (-1)) | comm 0.1, ((-1) + -2x)-1x = ((-1) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -2x~(-3x - -2x)~(-2x + (-1))~(((-1) + -2x) - -2x)~(-2x - -2x)~((-3) - (-2))-1x = (-1) | eval 0.1, ((-1) + 0)x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-1)~((-1) / (-1))~-1x~((x * (-1)) / (-1))~((-1) / (-1))~(x * 1)"
116,148,"(1x + 2) = (-3x + 4)
 | None((1x + 2) - 2) = ((-3x + 4) - 2) | sub 21x = ((-3x + 4) - 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((1x + 2) - 2)~(2 - 2)~(1x + 0)1x = (-3x + (4 - 2)) | assoc 0.1, ((-3x + 4) - 2)4x = ((4 - 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -3x~(1x - -3x)~(-3x + (4 - 2))~(((4 - 2) + -3x) - -3x)~(-3x - -3x)~(1 - (-3))4x = 2 | eval~eval 0.1.0~0.1, (4 - 2)~(2 + 0)x = [1/2] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 4~(2 / 4)~4x~((x * 4) / 4)~(4 / 4)~(x * 1)"
117,150,"((1 + 2x) - 3) = 4x
 | None4x = ((1 + 2x) - 3) | refl4x = ((2x + 1) - 3) | comm 0.1.0, (1 + 2x)4x = (2x + (1 - 3)) | assoc 0.1, ((2x + 1) - 3)2x = ((1 - 3) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 2x~(4x - 2x)~(2x + (1 - 3))~(((1 - 3) + 2x) - 2x)~(2x - 2x)~(4 - 2)2x = (-2) | eval~eval 0.1.0~0.1, (1 - 3)~((-2) + 0)x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~((-2) / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
118,151,"((-1) + -2x) = (3x + (-4))
 | None(-2x + (-1)) = (3x + (-4)) | comm 0.0, ((-1) + -2x)((-2x + (-1)) - (-1)) = ((3x + (-4)) - (-1)) | sub (-1)-2x = ((3x + (-4)) - (-1)) | assoc~eval~add0 0.0~0.0.1~0.0, ((-2x + (-1)) - (-1))~((-1) - (-1))~(-2x + 0)-2x = (3x + ((-4) - (-1))) | assoc 0.1, ((3x + (-4)) - (-1))-5x = (((-4) - (-1)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(-2x - 3x)~(3x + ((-4) - (-1)))~((((-4) - (-1)) + 3x) - 3x)~(3x - 3x)~((-2) - 3)-5x = (-3) | eval~eval 0.1.0~0.1, ((-4) - (-1))~((-3) + 0)x = [3/5] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-5)~((-3) / (-5))~-5x~((x * (-5)) / (-5))~((-5) / (-5))~(x * 1)"
119,152,"(((-1) + 2x) + 3x) = ((4 + -5x) + 6x)
 | None(3x + ((-1) + 2x)) = ((4 + -5x) + 6x) | comm 0.0, (((-1) + 2x) + 3x)(3x + ((-1) + 2x)) = (6x + (4 + -5x)) | comm 0.1, ((4 + -5x) + 6x)(3x + (2x + (-1))) = (6x + (4 + -5x)) | comm 0.0.1, ((-1) + 2x)((3x + (2x + (-1))) - (-1)) = ((6x + (4 + -5x)) - (-1)) | sub (-1)(3x + ((2x + (-1)) - (-1))) = ((6x + (4 + -5x)) - (-1)) | assoc 0.0, ((3x + (2x + (-1))) - (-1))(3x + 2x) = ((6x + (4 + -5x)) - (-1)) | assoc~eval~add0 0.0.1~0.0.1.1~0.0.1, ((2x + (-1)) - (-1))~((-1) - (-1))~(2x + 0)((3 + 2) * x) = ((6x + (4 + -5x)) - (-1)) | dist 0.0, (3x + 2x)5x = ((6x + (4 + -5x)) - (-1)) | eval 0.0.0, (3 + 2)5x = (6x + ((4 + -5x) - (-1))) | assoc 0.1, ((6x + (4 + -5x)) - (-1))-1x = (((4 + -5x) - (-1)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 6x~(5x - 6x)~(6x + ((4 + -5x) - (-1)))~((((4 + -5x) - (-1)) + 6x) - 6x)~(6x - 6x)~(5 - 6)-1x = (((-5x + 4) - (-1)) + 0) | comm 0.1.0.0, (4 + -5x)-1x = ((-5x + (4 - (-1))) + 0) | assoc 0.1.0, ((-5x + 4) - (-1))-1x = (-5x + (4 - (-1))) | add0 0.1, ((-5x + (4 - (-1))) + 0)4x = ((4 - (-1)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -5x~(-1x - -5x)~(-5x + (4 - (-1)))~(((4 - (-1)) + -5x) - -5x)~(-5x - -5x)~((-1) - (-5))4x = 5 | eval~eval 0.1.0~0.1, (4 - (-1))~(5 + 0)x = [5/4] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 4~(5 / 4)~4x~((x * 4) / 4)~(4 / 4)~(x * 1)"
120,153,"-1x = ((-2) + 3)
 | None-1x = 1 | eval 0.1, ((-2) + 3)x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-1)~(1 / (-1))~-1x~((x * (-1)) / (-1))~((-1) / (-1))~(x * 1)"
121,155,"(-1) = (-2x + 3)
 | None(-2x + 3) = (-1) | refl-2x = (-4) | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, 3~{((-2x + 3) - 3)~(3 - 3)~((-1) - 3)~(-2x + 0)}x = 2 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~((-4) / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
122,156,"(1 + 2x) = ((-3) + 4x)
 | None(2x + 1) = ((-3) + 4x) | comm 0.0, (1 + 2x)(2x + 1) = (4x + (-3)) | comm 0.1, ((-3) + 4x)((2x + 1) - 1) = ((4x + (-3)) - 1) | sub 12x = ((4x + (-3)) - 1) | assoc~eval~add0 0.0~0.0.1~0.0, ((2x + 1) - 1)~(1 - 1)~(2x + 0)2x = (4x + ((-3) - 1)) | assoc 0.1, ((4x + (-3)) - 1)-2x = (((-3) - 1) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 4x~(2x - 4x)~(4x + ((-3) - 1))~((((-3) - 1) + 4x) - 4x)~(4x - 4x)~(2 - 4)-2x = (-4) | eval~eval 0.1.0~0.1, ((-3) - 1)~((-4) + 0)x = 2 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~((-4) / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
123,157,"(1 + 2x) = (3 + -4x)
 | None(2x + 1) = (3 + -4x) | comm 0.0, (1 + 2x)(2x + 1) = (-4x + 3) | comm 0.1, (3 + -4x)((2x + 1) - 1) = ((-4x + 3) - 1) | sub 12x = ((-4x + 3) - 1) | assoc~eval~add0 0.0~0.0.1~0.0, ((2x + 1) - 1)~(1 - 1)~(2x + 0)2x = (-4x + (3 - 1)) | assoc 0.1, ((-4x + 3) - 1)6x = ((3 - 1) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -4x~(2x - -4x)~(-4x + (3 - 1))~(((3 - 1) + -4x) - -4x)~(-4x - -4x)~(2 - (-4))6x = 2 | eval~eval 0.1.0~0.1, (3 - 1)~(2 + 0)x = [1/3] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 6~(2 / 6)~6x~((x * 6) / 6)~(6 / 6)~(x * 1)"
124,159,"-1x = (2x - 3)
 | None-1x = (2x + (-3)) | subsub 0.1, (2x - 3)-3x = ((-3) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 2x~(-1x - 2x)~(2x + (-3))~(((-3) + 2x) - 2x)~(2x - 2x)~((-1) - 2)-3x = (-3) | eval 0.1, ((-3) + 0)x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-3)~((-3) / (-3))~-3x~((x * (-3)) / (-3))~((-3) / (-3))~(x * 1)"
125,160,"((1 + -2x) + 3x) = ((-4x + 5) + 6x)
 | None(3x + (1 + -2x)) = ((-4x + 5) + 6x) | comm 0.0, ((1 + -2x) + 3x)(3x + (-2x + 1)) = ((-4x + 5) + 6x) | comm 0.0.1, (1 + -2x)(3x + (-2x + 1)) = (6x + (-4x + 5)) | comm 0.1, ((-4x + 5) + 6x)(3x + (-2x + 1)) = ((6x + -4x) + 5) | assoc 0.1, (6x + (-4x + 5))(3x + (-2x + 1)) = (((6 + (-4)) * x) + 5) | dist 0.1.0, (6x + -4x)((3x + (-2x + 1)) - 1) = ((((6 + (-4)) * x) + 5) - 1) | sub 1(3x + ((-2x + 1) - 1)) = ((((6 + (-4)) * x) + 5) - 1) | assoc 0.0, ((3x + (-2x + 1)) - 1)(3x + -2x) = ((((6 + (-4)) * x) + 5) - 1) | assoc~eval~add0 0.0.1~0.0.1.1~0.0.1, ((-2x + 1) - 1)~(1 - 1)~(-2x + 0)((3 + (-2)) * x) = ((((6 + (-4)) * x) + 5) - 1) | dist 0.0, (3x + -2x)1x = ((((6 + (-4)) * x) + 5) - 1) | eval 0.0.0, (3 + (-2))1x = ((2x + 5) - 1) | eval 0.1.0.0.0, (6 + (-4))1x = (2x + (5 - 1)) | assoc 0.1, ((2x + 5) - 1)-1x = ((5 - 1) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 2x~(1x - 2x)~(2x + (5 - 1))~(((5 - 1) + 2x) - 2x)~(2x - 2x)~(1 - 2)-1x = 4 | eval~eval 0.1.0~0.1, (5 - 1)~(4 + 0)x = (-4) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-1)~(4 / (-1))~-1x~((x * (-1)) / (-1))~((-1) / (-1))~(x * 1)"
126,161,"((-1) + -2x) = (3x + 4)
 | None(-2x + (-1)) = (3x + 4) | comm 0.0, ((-1) + -2x)((-2x + (-1)) - (-1)) = ((3x + 4) - (-1)) | sub (-1)-2x = ((3x + 4) - (-1)) | assoc~eval~add0 0.0~0.0.1~0.0, ((-2x + (-1)) - (-1))~((-1) - (-1))~(-2x + 0)-2x = (3x + (4 - (-1))) | assoc 0.1, ((3x + 4) - (-1))-5x = ((4 - (-1)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(-2x - 3x)~(3x + (4 - (-1)))~(((4 - (-1)) + 3x) - 3x)~(3x - 3x)~((-2) - 3)-5x = 5 | eval~eval 0.1.0~0.1, (4 - (-1))~(5 + 0)x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-5)~(5 / (-5))~-5x~((x * (-5)) / (-5))~((-5) / (-5))~(x * 1)"
127,162,"(1x + (-2)) = (3x + (-4))
 | None((1x + (-2)) - (-2)) = ((3x + (-4)) - (-2)) | sub (-2)1x = ((3x + (-4)) - (-2)) | assoc~eval~add0 0.0~0.0.1~0.0, ((1x + (-2)) - (-2))~((-2) - (-2))~(1x + 0)1x = (3x + ((-4) - (-2))) | assoc 0.1, ((3x + (-4)) - (-2))-2x = (((-4) - (-2)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(1x - 3x)~(3x + ((-4) - (-2)))~((((-4) - (-2)) + 3x) - 3x)~(3x - 3x)~(1 - 3)-2x = (-2) | eval~eval 0.1.0~0.1, ((-4) - (-2))~((-2) + 0)x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~((-2) / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
128,165,"(-1x - 2) = (3 - 4x)
 | None(-1x - 2) = (3 + -4x) | subsub 0.1, (3 - 4x)((-1x - 2) + 2) = ((3 + -4x) + 2) | add 2((-1x + (-2)) + 2) = ((3 + -4x) + 2) | subsub 0.0.0, (-1x - 2)-1x = ((3 + -4x) + 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((-1x + (-2)) + 2)~((-2) + 2)~(-1x + 0)-1x = ((-4x + 3) + 2) | comm 0.1.0, (3 + -4x)-1x = (-4x + (3 + 2)) | assoc 0.1, ((-4x + 3) + 2)3x = ((3 + 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -4x~(-1x - -4x)~(-4x + (3 + 2))~(((3 + 2) + -4x) - -4x)~(-4x - -4x)~((-1) - (-4))3x = 5 | eval~eval 0.1.0~0.1, (3 + 2)~(5 + 0)x = [5/3] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 3~(5 / 3)~3x~((x * 3) / 3)~(3 / 3)~(x * 1)"
129,166,"-1x = ((2 + -3x) - 4)
 | None-1x = ((-3x + 2) - 4) | comm 0.1.0, (2 + -3x)-1x = (-3x + (2 - 4)) | assoc 0.1, ((-3x + 2) - 4)2x = ((2 - 4) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -3x~(-1x - -3x)~(-3x + (2 - 4))~(((2 - 4) + -3x) - -3x)~(-3x - -3x)~((-1) - (-3))2x = (-2) | eval~eval 0.1.0~0.1, (2 - 4)~((-2) + 0)x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~((-2) / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
130,167,"1 = (-2x + (-3))
 | None(-2x + (-3)) = 1 | refl-2x = 4 | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, (-3)~{((-2x + (-3)) - (-3))~((-3) - (-3))~(1 - (-3))~(-2x + 0)}x = (-2) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~(4 / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
131,168,"(1 - 2) = (-3x - 4x)
 | None(1 - 2) = (((-3) - 4) * x) | dist 0.1, (-3x - 4x)(((-3) - 4) * x) = (1 - 2) | refl-7x = (1 - 2) | eval 0.0.0, ((-3) - 4)-7x = (-1) | eval 0.1, (1 - 2)x = [1/7] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-7)~((-1) / (-7))~-7x~((x * (-7)) / (-7))~((-7) / (-7))~(x * 1)"
132,169,"((-1) - 2) = -3x
 | None-3x = ((-1) - 2) | refl-3x = (-3) | eval 0.1, ((-1) - 2)x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-3)~((-3) / (-3))~-3x~((x * (-3)) / (-3))~((-3) / (-3))~(x * 1)"
133,170,"1 = (-2x + 3)
 | None(-2x + 3) = 1 | refl-2x = (-2) | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, 3~{((-2x + 3) - 3)~(3 - 3)~(1 - 3)~(-2x + 0)}x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~((-2) / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
134,172,"(-1) = (2x + 3)
 | None(2x + 3) = (-1) | refl2x = (-4) | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, 3~{((2x + 3) - 3)~(3 - 3)~((-1) - 3)~(2x + 0)}x = (-2) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~((-4) / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
135,173,"1 = 2x
 | None2x = 1 | reflx = [1/2] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~(1 / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
136,174,"(1 - 2) = -3x
 | None-3x = (1 - 2) | refl-3x = (-1) | eval 0.1, (1 - 2)x = [1/3] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-3)~((-1) / (-3))~-3x~((x * (-3)) / (-3))~((-3) / (-3))~(x * 1)"
137,175,"(1 + 2x) = -3x
 | None-3x = (1 + 2x) | refl-3x = (2x + 1) | comm 0.1, (1 + 2x)-5x = (1 + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 2x~(-3x - 2x)~(2x + 1)~((1 + 2x) - 2x)~(2x - 2x)~((-3) - 2)-5x = 1 | eval 0.1, (1 + 0)x = ([-1/5]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-5)~(1 / (-5))~-5x~((x * (-5)) / (-5))~((-5) / (-5))~(x * 1)"
138,176,"(1x - 2) = 3x
 | None3x = (1x - 2) | refl3x = (1x + (-2)) | subsub 0.1, (1x - 2)2x = ((-2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 1x~(3x - 1x)~(1x + (-2))~(((-2) + 1x) - 1x)~(1x - 1x)~(3 - 1)2x = (-2) | eval 0.1, ((-2) + 0)x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~((-2) / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
